what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038106580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038109813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038113382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038117558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038143428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038151551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038152802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038156700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038163865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038165928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038169934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038173126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038174580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038183438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038185678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038189274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038192557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038196294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038201606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038205243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038206485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038211688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038226829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038228720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038243879
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345038248994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038251602
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345038254004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038254032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345038254055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1345038261774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038266427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038272183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038273179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038303889
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345038303979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038305694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038336494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038337246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038338848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038338866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345038455203
