what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123039720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123045290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123065895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123073333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123075243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123080107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123084604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123088227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123093825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123107589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123110729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123116343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123126485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123135629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123137584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123144442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123151816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123173542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123173853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123174133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123174354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123174555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123174951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123175281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123175669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123176066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123176413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345123176654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345123189006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123198610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123203994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123209987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345123225900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345123229132
