what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044083836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044085941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044095170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044097024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044100404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044102412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044132797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044136044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044151121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044153632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044154517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044164898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345044165715
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345044171757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044173125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044176871
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345044178812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044180239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044191859
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345044192816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345044199921
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345044201023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044202287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044205211
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345044207163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044209480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044217545
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345044219283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345044226617
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345044230472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044231738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044234886
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345044236835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345044238103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047021618
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345047022578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345047041833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345047042515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047061999
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345047063427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047065008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047068259
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345047070331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047073475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047555189
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345047560586
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345047560645
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345047562859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047567027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047568235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047570129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1345047570153
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345047571478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047573496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047577256
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345047577761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047578663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047603714
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345047605148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047609041
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345047612041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047613565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047617168
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345047617426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047618970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047644521
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345047649964
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345047662494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047664457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047667810
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345047669765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047671533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047676361
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345047678801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047683508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047685331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345047689239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047691197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047756978
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345047759509
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345047760046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047762043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047770838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047780823
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345047782573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047783889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047786721
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345047788696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047791711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047813346
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345047816629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047820225
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345047823451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047824526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047828004
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345047829974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047830478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047837593
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345047844420
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345047844434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047853900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047864466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047870572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047874456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047877901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047886661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047891290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047897281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047902545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047906010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047934877
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345047937306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047939119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047945479
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345047947420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047951256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047955034
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345047956989
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345047957016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047957470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047971468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047979732
