what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061479697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345061480312
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345061483072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061484482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061489209
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345061489852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061490863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061576427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061578202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061889957
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345061891129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345061899125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061900787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061903742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345061904932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345062306553
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345062308377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345062313066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345063280418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1345063280441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345063282575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066509278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066514831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066526379
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345066538759
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345066538786
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345066541674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066545539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066551914
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345066552007
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345066552024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066553756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066555076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066559447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066560551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066564188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066565326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066568746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066569866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066573104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066574390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066576596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066580050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066592270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066595575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345066600190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345066600456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066610464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066712703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345066716373
