what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345052090473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052090537
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345052091767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345052093077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345052098280
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345052099743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052100780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052105923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345052107910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345052109714
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345052114649
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345052114649
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1345052115622
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345052115622
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345052117319
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1345052118765
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345052156504
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1345052163571
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1345052163597
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345052170970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052172282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052175219
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345052177490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052177997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052190987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052194774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052283855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052314416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052351877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052357497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052393542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052405012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052410610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052419164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052426393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052428500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052456028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052458126
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1345052458510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052459138
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1345052461588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052470017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052470676
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1345052475657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052479740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052481328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345052495051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059199435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059209013
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345059860524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059860592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059864023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059868024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059870849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059888239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059896746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059904761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059911025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059918842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059923513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059936630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059943877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059946925
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345059949142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059949152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059957083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059958898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059976278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345059980934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345060045400
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1345060054341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345060055975
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345060064279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345060064352
