what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345131664757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345131664975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345131665447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131667997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131670094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131682751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131688850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131693130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131709662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131717493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131720921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131725550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131728567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131736591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131741553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131752571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131754747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131756475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131757782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131760145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131761421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131764842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131768576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131772606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131774779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131779863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131781557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131784978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131786225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131788666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345131791568
